premise,hypothesis,label
"One man, wearing a blue shirt, standing on the back of a truck in a market.",The man is driving down the street.,0
A group of people watch a breakdancer in a red jacket do a one-handed trick.,Man who wears red jacket got an accident.,0
A woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket.,The woman is swimming in the ocean.,0
An Eastern vendor sits by his stall with a rooster nearby.,a rooster near a vendor,0
A roofer in a gray sweatshirt and orange hat walks on a unfinished roof at a lake-side home.,The man is fixing a bike.,0
A sungalsses vendor gazes into the distance.,A vendor stares into space.,1
A choir practicing in a church.,A group of people is yelling and shouting.,0
A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft.,A single person stands on a heavily-eroded cliff-side spaceship,0
Two children play in the snow by the side of the road.,Toddles are roasting marshmallows.,1
The backs of a woman and her dog as they walk away from the camera with the dog on a red leash and her in a green tank top.,A man walks his dog with a black leash.,0
"A young boy sits curiously on a rock near the water, looking at his reflection.",A kid is outside looking into the water.,1
A group of four children poke at two small turtles in the grass.,A group of adults went to the casino.,0
A high school band getting ready to perform.,A high school band prepares to play in front of a large crowd.,1
A person flying through the air on a bicycle.,A person is riding his bike up the hill.,0
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons.,A group of people are standing outside.,1
The American footballer in yellow catches the ball whilst under pressure from the payer in white.,The basketball player shoots a three pointer.,1
A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,Sasquatch is riding a bike on the street.,0
Men play hockey.,Men play,1
The red motocross bike and its rider are airborne above the trees.,A rider is riding his motocross bike.,0
A boy in a red jacket and balck hat sliding on his knees down a snowy hill,A man is playing in the snow.,0
Hikers walk along some tough terrain.,Hiking pace along rough terrain.,1
Two kids in their pajamas.,A couple of children are wearing pajamas.,1
"A man and woman in formal attire are standing in a high grass meadow, posing for the photographer, and she has two of her fingers up on one hand behind his head.",A couple are having a photoshoot.,0
Three children in bathing suits are playing in foam,some kids play in some foam,1
People waiting in line in a snowstorm.,People are in a snowstorm.,0
A man with a long white beard is examining a camera and another man with a black shirt is in the background.,a man is with another man,1
Two men are loading bales of wheat on top of a high structure on a cloudy day.,There are clouds in the sky.,1
Four people enjoying an art exhibit.,Four people are at a bar,0
"A small, pale bird bends down to examine a crumb.",The bird is in the air.,1
Three men are carrying a red bag into a boat with another person and boat in the background.,A person drives away in a winnebago.,0
"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man with a walking stick sits by himself.,0
A woman wearing a red hat and red bandanna followed by a man in a red bandanna.,The people are wearing bandanas.,1
"Two women are reading, one woman has a magazine with a Dior ad on the back of it, while the other woman is reading fro ma hard cover book.","Two women are reading, one has a magazine, while the other has a book.",1
A group of people watching a boy getting interviewed by a man.,A group of people are watching a boy and and interviewer.,1
A man and woman stand in front of a white building and look at their hands.,A man and woman look at their hands in front of a building,1
"two shirtless men jumping over a street rail, probably practicing new dance moves.",Two men without shirts are jumping in the street.,0
Two women in bathing suits play on the beach.,Two ladies are wearing swimsuits.,0
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Some girls playing basketball.,1
A young boy wearing an orange jacket is sitting on a log in the fall.,A boy is sitting on a log.,0
Two men entering a brick home during the snow.,It's a bright summer day when the men enter the home,1
"A man in a white shirt, dark shorts and a red cap is standing in a small green rowboat with green oars, in the middle of what appears to be a shallow river, against a bank of tall dried grasses.",The man is fishing in the lake.,0
A man in a jean jacket is reaching into a bag and walking past two women.,boy watches movie at home,0
People sitting in a dim restaurant eating.,People are sleeping.,0
railroad workers working on the tracks at nighttime,workers are blinded by the sun,0
An entertainers reaches out to his audience during a performance.,A man juggling flaming torches.,0
A woman teaching a ballet class composed of small children holding colourful scarves.,A woman is teaching a ballet class.,1
"Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football.",Two people on oposite teams play flag football.,1
A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,They give up and walk off the field,0
The wind propels a sailing ship on a group of cruisers.,The sailing ship is alone on the water.,0
"A young woman is standing on a slope, facing the top of the slope.",A woman stands on a slope.,0
Two young girls show prints of a line drawing of an animal.,There are young girls showing animal drawings.,1
Two adults hold either side of a boat at the edge of the water.,Two people are near water.,1
People sitting on benches in a public area.,There are people sitting on benches outdoors.,1
Women are working and digging in a field.,Women are digging.,0
Children bathe in water from large drums.,The kids are not reading.,0
"A person walks outside carrying a bag, while a young girl in pink walks behind her.",A person carrying a bag with a girl behind her,0
"A man, with a full face mask, sits on a sidewalk playing the guitar.",A woman is wearing a mask,0
A teen is standing in a field and is in the upswing position after hitting a golf ball.,There is a teenager playing golf in a field.,1
Four boys are about to be hit by an approaching wave.,The wave missed the boys.,0
People ordering and picking up food at a restaurant window.,There are people who are about to eat.,1
"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",Nobody has beach attire,0
"A dog running in long grass, a housing development behind it.",There is a dog outside.,1
"Young men drink coffee and read books just outside some buildings on a sunny day; an older bearded man in a dark blue shirt glances at a younger man in a striped shirt, who has a red toy crab on the table next to him.",Gandalf and the red toy crab do battle in the streets.,0
A man in a red sweatshirt pushes a giant redwood tree in a snowy forest.,A man standing on a boat.,0
An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man is dancing at a club.,0
A little boy punching out flashcards from the cardboard they came in.,A boy punches his new flashcards from the carboard they came i.,0
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.",Some people stand around.,1
Two adults hold either side of a boat at the edge of the water.,Two people are hiking.,1
A little girl wearing a yellow dress is sitting on the white rocks.,A little girl is wearing a pink dress.,0
"A man stands speaking to a crowd of sitting people, all wearing business attire.",A boy is riding a wave on his surfboard.,1
People looking at their reflection and the reflection of a city in a long irregular shaped mirror,People checking out their reflection.,1
"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A person in a shirt,0
A shirtless man with his fishing boat.,A man is with his boat.,1
A man in a black business suit stands upright next to a man wearing blue and leaning against a railing.,The man in blue is Batman and the man in black is Jonny Cash.,0
Three men on mountain bikes go over a sand hill.,Men on bikes go over a sand hill.,0
"A man in a gray shirt and blue shorts is standing outside of an old fashioned ice cream shop named Sara's Old Fashioned Ice Cream, holding his bike up, with a wood like table, chairs, benches in front of him.",A man is running on foot,0
A man and a woman are standing at the side of an inflatable climbing structure.,A man and a woman are seated,1
Man with a spider web & spiders painted on his face.,The man has his face painted.,1
Group of people wearing black shirts riding in an open top vehicle.,A group of people go down the road in a convertible.,0
Two young boys are playing in a fountain in a city plaza.,Kids are taking a bath.,0
An old man in a blue shirt and white pants glowers by a glass door.,A old man swimming,0
A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,Young women are outdoors.,1
Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,1
Brown and cream dog with tongue out in front of grassy forest,The dog is lying on the ground.,0
"Three soccer players, two in orange one in yellow, running for the ball on a soccer field.",There are some players chasing a ball.,1
A young boy learns how to ride a horse,A child sits on the animal's back.,0
A man in a blue shirt touches his head while talking to two women outdoors.,dog chases 3 cats,0
An accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t-shirt passing by.,The man's shirt is black.,0
A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain.,Two people are in front of a fountain.,1
A man in a suit speaking to a seated woman.,A man speaking to a woman.,1
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",A lady sitting on a bench in the park.,0
A man and a woman are holding hands on the shore of a lake.,A couple holds hands on the shore.,0
A dog with a ball in his mouth running down a road covered in leaves.,A dog running down a leaf covered road carrying a ball in it's mouth,0
A fisherman using a cellphone on a boat.,A fisherman is sleeping on his boat.,0
A couple walks hand-in-hand in front of Victorian-style building and a wall with a large sleeping baby painted on it.,A couple walks in front of a boat.,0
A family smiling on the couch.,People are on a couch,0
Dog running through the snow.,The dog is swimming.,0
A young girl in a red top is running through a grassy area with large buildings in the background.,The young girl is outside.,1
Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs.,A man in a purple suit is dumping a bucket of water over his head.,0
The woman in the white coat is holding a camera in her hand.,The woman is sleeping.,0
"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are sitting inside drinking tea.,0
The man walks among the large trees.,The man walks among trees.,1
A man with a beard is playing an acoustic guitar on the street.,A man plays guitar outside.,1
the white dog is carrying a ball in its mouth.,The dog has a ball.,1
An old woman wearing a ski hat and glasses is sitting on a blue chair.,Nobody is sitting.,0
A man looks back while laughing and walking.,A man is looks behind his shoulder to laugh.,1
"Two men with black glasses are holding food, one appears to be eating.",There are two men with food.,1
A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.,A man is celebrating his victory while smiling and shooting guns in the air,0
A man with ski poles and a large camping backpack treks through the snow.,A man is trekking through the snow with ski poles.,0
Some children are playing soccer in front of a large wooden door.,The kids are playing soccer.,0
A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,There are people inside of a store.,1
A worker shoveling dirt into a wheelbarrow.,The worker is shoveling snow.,0
a group of construction workers busy refinishing a subway station.,A group of workers on their lunch break.,0
Three young boys enjoying a day at the beach.,The boys are sleeping.,0
A rescue worker searches with a flashlight under a slab in a ruined building.,A worker searches a ruined building.,0
A firefighter climbs up a ladder towards flames while surrounded by smoke.,A firefighter going up a ladder.,0
A man is sitting at a restaurant table outdoors.,The man is inside the restaurant in a booth.,0
A boy in a green shirt is sitting in an almost empty stadium.,A boy is cheering for his team.,1
Businessman walking as two arrows point to him.,There is a businessman is walking.,1
"Two hussars sit perched on horses, dressed in extravagant ceremonial wear, each holding a sabre in their right hand, reigns to the horse in their left.",The men are driving their motorcycles.,0
A rugby player running the ball between two downed opponents.,Someone is playing hockey.,1
A man wearing a red shirt is quickly polishing a light wooden floor with a small green towel next to a yellow can of Wood Silk.,a man polishes a floor next to a can,1
A male with a prosthetic leg diving for a volleyball.,The male has at least one prosthetic leg.,1
"One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair.",The shirt is gray.,0
a snowboarder wearing a green hat is riding along a metal railing.,A man is riding a riding a bicycle through the park.,0
A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.,The woman is outside.,1
A man and his camel in the dusty desert.,the man and his goat in the farm,0
A group of young men are running in a grassy field.,A man sits by himself in the grass reading a book.,0
A beautiful bride walking on a sidewalk with her new husband.,A couple walks outdoors together.,0
"Two men sitting in a living room, one wearing cultural clothing and another in a white shirt and shorts, contemplating on their bike and moped.",Two men dressing in different types of clothing are comparing their bike and moped.,1
A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps.,A father looks at his wife and son.,1
Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.,A monkey is passing out orange juice in the middle of the forest.,0
A picture of an artwork that depicts a man being flown by birds that is in font of a construction area.,The picture is of a man riding on a dinosaur's back.,1
A young man sleeping next to a dog.,A dog has a man sleeping next to it.,1
Man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings.,The man has no vocal cords.,0
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""",The group of people aren't inide of the building.,1
A balding man with glasses stands in front of a colorful display.,A person is standing upright.,0
Children are petting small turtles in the grass.,The children are playing with turtles.,1
A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it.,A dog is in the kitchen with an woman.,0
A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.,two people drive a boat,0
A woman in a white hijab digs into the ground.,the pigs eat dogs,0
"A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd",A photographer dressed in black takes a picture.,0
A man gets a skateboard up on a big rock.,The guy is on a rock with a skateboard.,0
A man is spinning a little girl in the air above his head.,A man is carrying a little girl off the ground.,0
Two workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.,These two men are relaxing by the pool.,0
Two dancers in pink tops and striped capri bottoms perform on stage barefoot.,Two magicians are performing on stage.,1
A woman wearing a gray jacket and visibly laughing is seated next to a woman who is wearing a dark blue sweater and is smirking.,The women are angry.,1
A man in purple tie is singing.,A man is singing.,1
Six people appearing to be planting something in the ground.,Six people are at the movies.,0
"The young Asian woman is using an umbrella, and is in front of a brightly colored patch of flowers in the back.",A woman is using an umbrella.,1
A man wearing a wife-beater sings into a microphone as a blue light shines on him.,A man performs under a light.,1
A group of women sing together while wearing matching black dresses.,Some women are knitting at the cafe.,1
"Three people on bikes are coming over a ridge, while a man in orange watches.",People are surfing.,1
Two women look at a table with assorted items on it in some sort of market that others are currently browsing.,two women are looking,0
A group of people are gathered on a sidewalk in front of a store nearby a littered street.,There is a group near a store.,1
Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,0
One many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle next to him.,A man is in the desert,0
A man is playing with his skateboard on a street.,A man is able to use his legs.,1
A man in a black shirt working on a guitar.,A guy working on his instrument.,1
Woman running in a park while listening to music.,A man cooking at home.,0
"A man in a blue shirt, blue jeans, and a red apron standing at a grill.",A man bakes a cake.,0
A person wearing a blue backpack stands on a field above a scenic view.,The person is outdoors.,1
Two mountaineers are walking across a snowcapped mountain.,Two mountaineers sitting at the beach.,0
A woman wearing a red work man's hat and red jacket is hiking in the snow topped mountains.,A woman is sitting in her backyard.,0
Girl in red jumping up,The girl is sitting on the grass.,0
Two girls aboard an amusement park ride.,Two girls play jump rope in the street.,0
A woman with red-hair and a leather jacket holds a harp in front of a snowy forest.,The woman is holding an instrument.,0
A man and a child are laughing at each other.,A man is talking on the phone while his teenage son is asleep.,0
Families with strollers waiting in front of a carousel.,Some people are outside,1
A boy drags his sled through the snow.,a boy drags a sled,0
A boy wearing a shirt with an American flag plays with a basketball on the blacktop.,The boy is asleep in bed.,0
A dog is running parallel with the ocean waves.,A dog is on the beach.,0
Three people sitting on some stairs laughing.,There are three people.,1
People on a nature walk with nets and backpacks with trees to the left of them.,People on a nature walk with no equipment and trees to the right of them.,0
A man and woman look upward on a city block.,A man and woman are in a metropolitan area.,1
A red-haired woman in a pink shirt attempts to descend a tree.,A woman with red hair.,1
White dog high jumping over some pillows.,The dog is laying down on the bed.,0
A man falling off a bull as the animal jumps into the air.,A man sits on the calm bull.,0
A little girl in a gray jacket is riding her bicycle.,A human is riding a vehicle.,1
Three men are using Washington Mutual ATMs outside near a parking lot.,Three men are playing poker.,1
3 ladies with numbers on their shirts running.,The ladies are riding bikes.,1
Little girl is flipping an omelet in the kitchen.,A young girl flips an omelet.,0
A person with a purple shirt is painting an image of a woman on a white wall.,A woman paints a portrait of a monkey.,1
"Two men scrimmage in soccer, as a referee looks on.",the ref is back flipping in the mud,0
A city street corner with two passing bicyclists and several pedestrians.,The people are indoors.,0
"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.",the people are relaxing in their livingrooms,1
Three children are playing with an illuminated water art display.,Three children are interacting with an illuminated water art display.,1
A person in a red jacket and a red hard hat stands near a mountain.,A person is situated near a mountain.,1
A male with sunglasses is poking at a tree with a pole.,Nobody is poking,0
A woman in a blue jacket dragging a child on a sled through the snow.,There is a child on a sled.,1
A woman with red-hair staples some papers,A red-haired woman is working on the computer.,0
A man in a black leather jacket and a book in his hand speaks in a classroom.,A man is flying a kite.,0
A young boy in suspenders.,The boy is dressed in a formal suit.,0
A man is dancing in front of a band.,A man is dancing.,1
A man in colorful shorts is surfing under a wave.,A man is sunbathing.,1
A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it.,a child holds a dress,0
Asian people about to perform animal balloons.,people make balloons,1
A person dressed in a jacket and long pants walks down a snow-covered street in a small town.,The pants are long.,0
"A man is outdoors looking directly at the camera, and in front of him is a yellow flower.",The man poses with a yellow flower.,0
Africans are walking down a dirt road with straw huts in the background.,The people are walking in the dirt,0
A man crouches down next to a motorcycle.,A man is down beside a motorcycle.,0
A racer on a motorcycle lifts one hand in the air.,A person on a motorcycle.,1
Two people are standing at the end of a wooden dock.,A couple of people are at the end of the dock.,1
A dog opens its mouth to catch a blue and yellow toy.,A dog is running to catch a colorful ball,1
Several people wearing green shirts walk on the beach together.,A man in a red shirt is reading at the park.,0
A runner wearing purple strives for the finish line.,A runner want to head for the finish line.,1
"Two black guys, that are on rival teams playing basketball.",Two men playing basketball.,0
A group of people in black outfits drinking beer.,People drink a beverage.,1
"A man is sitting in the green chair, talking on the phone, and working on the laptop, and there is construction site next to his building.",The man is pacing nervously.,0
A father and son are in a field of yellow flowers.,People are surrounded by flowers.,1
An Asian woman dressed in a black blouse and knee length pants is waling across a wet street holding a collapsed umbrella.,Nobody has a blouse,0
an old shoemaker in his factory,The shoemaker is inside.,1
A teen is standing in a field and is in the upswing position after hitting a golf ball.,The teenager is riding a horse in a steeplechase competition.,0
a child playing with two brooms in front of a pine tree with lights on it.,a child cuts down a christmas tree,0
A man in a tank top fixing himself a hotdog.,two girls were ther,1
"A woman with a green headscarf, blue shirt and a very big grin.",The woman has been shot.,1
A group of young men are dumping soil onto the ground of their backyard.,The young men are working outside.,1
Scientists frantically research ways to finally eliminate male baldness.,Scientists are working on a cure,1
An adventurous man navigates through the jungle with a long stick.,There is a person outside.,1
A man walks past an arch in an old gothic style building.,The man is in a submarine,1
A man wearing a red vest is walking past a black and green fence.,A man is wearing a vest.,0
"Woman wearing dark brown leather jacket, sunglasses, brown leather boots, silver designer handbag, sitting on a fire engine red park bench.",A homeless man is sitting on a park bench.,0
Firefighters in full gear are walking up a ladder.,The firefighters are eating lunch.,0
"A man in a light brownish jacket, orange undershirt, blue jeans, and a black satchel, who has many sticks of cotton candy.",A man is holding fluffy sweets.,1
"Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.",There are people seated.,1
A brown dog carries an object in its mouth on a snowy hillside.,A dog is carrying something.,1
A group of kids is splashing in deep water nearby a rock formation.,The kids are singing in a choir,0
A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,The basketball player is stretching on the sidelines.,0
An elderly lady holding a scruffy dog and smiling contently.,a woman holding a scruffy dog,0
"A girl reaches up to kiss a cat, which is sitting on the counter.",A girl is showing affection towards a cat.,1
A woman is painting a mural of a woman's face.,There is a woman painting.,1
"three teenagers wearing t-shirt run down the beach, with several other people in the background.",two men sit in the water on boards,0
A man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape.,A group of people deepsea fishing,1
A black mother in an orange dress with her two little boys and husband at an outdoor market stand.,A family skeet shooting,0
A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.,There is a child and two animals.,1
Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.,Kids are playing basketball in a pond.,0
A man is pushing many cartons of bread down the street.,A person has food outside.,1
"Two women, standing at a fence, are each talking on their cellphones, while two men sitting on the opposite side of the fence are having a conversation.",The two men and women are talking to people that they know.,1
two men play basketball.,Two men are playing sports,1
A boy in shorts doing a skateboard trick.,a boy swimming in the ocean,0
Women enjoying a game of table tennis.,Women are reading books.,1
"A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs, with a man in an orange shirt and khaki slacks.",A woman is walking down a busy street.,0
A man in an orange hat holds a ball.,A gentleman wearing an orange hat has a ball.,0
Six older women are standing in a row at a table smiling and looking trough books and other material displayed on the table.,A man and a young boy are playing a game on a quilt on the floor.,1
A boy watches a woman walking amidst many concrete boxes.,A boy is watching a woman.,1
A man rides a black motorcycle while wearing a helmet and a van rides beside him in the distance.,A man rides a white horse while wearing a cowboy hat and a another horse rides beside him.,0
A bird is flapping its wings on the water.,The bird is flying over the trees.,0
Two dogs stand side by side in the yard.,Two dogs standing together in the yard.,0
Two butchers are walking through their shop.,Two workers are preforming their jobs.,1
A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.,The children are all holding up paper drawings.,0
Several adults look on while a young girl plays in a ball pit.,A young girl is sitting in her chair.,0
A young man wearing a green shirt and a hat attempts a trick on a skateboard while riding it in a skate park next to a beach.,A leprechaun is skateboarding.,0
A man wearing a stocking hat and has a beard is looking at the camera with two women sitting on the couch next to him.,there is a dog in the foreground,0
She is standing outside a building.,A woman is sitting at her desk.,0
A young white man in running gear is jogging by the water.,A man is exercising by water.,1
Group of young adults posing for picture near spanish-language sign.,The people are near a sign.,1
"A man with arms folded in front of his chest sitting next to at least one other person, laughing.",two people running a race,1
A man in a black t-shirt and jeans in standing on the sidewalk looking at the camera as people walk by.,There is a man running through a green field.,1
"A five person Brass band is seated, semi-circularly, in a white alcove of a church that has stained glass windows.",The alcove is purple.,0
A man looking out of his window.,A man takes a nap in the dark room.,0
The young boy in a red shirt and jeans resists his sister's request for water on the road.,A boy denies his sister a drink.,0
Two girls wearing hats are running through snow drifts outside.,one girl running,1
A young blond boy is eating cake with a spoon.,a girl is eating cake,0
Several children are standing on the beach.,The kids are in the back yard.,0
"A man wearing blue pants, a white helmet, and a green-striped shirt is shown on skis in midair, against a blue sky with a single puffy cloud.",The man is sitting down.,0
A young girl in a red top is running through a grassy area with large buildings in the background.,The girl is driving in the city.,0
a man in a red shirt is laying on the grass reaching out to another person.,A man in red is holding out his hand.,0
3 people on plain boats smiling towards the camera.,3 boating people being video taped.,1
Artist on street corner selling his artwork.,Someone is begging for money.,1
"This is a twisting, turning roller coaster ride, filled with people.",The roller coaster ride is empty.,0
A half dressed man is sleeping on the sidewalk.,A man is asleep,0
A man wearing a straw hat sitting in a chair holding the leash on a dog who is laying on the sidewalk next to him.,A man is holding the leash of a dog.,0
A cement worker is working on a new sidewalk outside of a clothing store.,A worker is working in a restuarant.,0
A guy and a girl look down a mountain range.,The people look at the mountains.,1
"Three people wearing black blindfolds near a ""Salvar O Planeta"" sign.",they can all see,0
A woman with a black and white dress on is carrying a green plastic laundry basket in front of an apartment building.,The woman is wearing a bathing suit.,0
3 ladies with numbers on their shirts running.,There are ladies running.,1
"A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.",A businessman eats lunch in the cafe.,0
Child getting ready to go down a slide.,The child is on a swing.,1
A child stands in a shower with clothes on.,A child is naked in the shower,0
A man with black clothing is sweeping steps with a broom.,The man is sweeping the steps.,1
A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walks in the square.,1
"A man in a black suit with a cat on a leash is looking in a shop while the cat stands beside him staring the opposite direction of the man, as a woman in a green jacket, black pants and high heels has walked past both cat and man.",A man with a cat.,1
A dog and a cat are swimming in a swimming pool.,Two cats are in the lake.,0
A person in orange clothing rests above a metro entrance.,Someone is standing near a metro station.,0
A water scene with a sunset in the background.,There is a water scene with a full moon in the back.,1
Two women are tending to their herd of animals including cows and goats near a building made primarily of stone.,The two women are taking care of a herd of animals,0
A man and women sleeping outside on a bench.,A man and women sleeping together outside on a park bench.,0
A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.,A man is walking on the sidewalk.,0
"Two middle-aged police officers watch over a parking lot, at night.",A couple cops keep an eye on the parking lot.,0
A baby girl and little boy are standing next to a guitar and a drum.,The girl is near an instrument.,1
A skateboarding youth does a trick on a rail.,A man painting a tree.,0
Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.,The players are playing a sport.,0
A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man in an orange shirt watches another man wash dishes.,0
"Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.",nobody is cooking,0
"Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.",Runners are sleeping,0
two teen boys in school clothes are walking with something in a garbage bag.,Two boys are sleeping beside the garbage bag.,0
A woman in a dress is singing and having a good time.,A woman is singing.,1
Two men with tan hats working in a garden.,Two men are tending to the garden.,0
A black dog is swimming with a ball in his mouth.,A black dog found a ball in the water and is bring it back to its owner.,0
A child on a swing.,The child is on a sled.,0
A man wearing black carving stone.,The man is wearing white.,0
A boy in shorts doing a skateboard trick.,a boy engaged in a leisure activity,1
"A young girl, is mid jump, while performing a dance routine.",A young girl is in the middle of jumping during her dance routine.,1
Two kids running past a dinosaur in the woods.,Young people are running outdoors.,1
Asian people about to perform animal balloons.,dog looks at the pond,0
A person is walking a bicycle down a city street.,The person is swimming.,0
A boy wearing a yellow shirt and blue pants is climbing a tree in a hilly area.,"There is one child in this picture, and he is outside.",1
A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with both arms out at a competition.,0
A child is surrounded by a field of sunflowers.,A kid and some flowers.,1
Workers wearing orange vests stand near rail tracks.,Workers are standing outside.,0
A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.,A child is playing in the snow.,0
A young man waits on a bench with his bag behind a few advertisements in London.,The young man is 60 years old.,1
Two girls feeding a horse an apple.,A horse is eating a banana.,0
A man and a Woman cutting dough.,A man and woman eating vegetables.,1
"There are several asian people, one wearing a baseball cap.","There are several people, one has a cap on.",1
Several women wearing dresses dance in the forest.,There are men dancing,1
A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.,She throws her phone into the sea,0
Man jumping over a rusty fence on a blue bicycle.,Man doing a trick riding his bicycle.,0
A gray-haired man rides a bike in front of a bus advertising Ironman.,An older man sits on a bus and watches people riding motorcycles.,0
A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,A man is spraying water on concrete.,1
"A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.",A woman is dancing.,1
A man stands by two face structures on Easter Island.,A man on Easter Island.,1
A person is surfing a big wave., A person is surfing.,1
A woman attends to her laundry in a laundromat.,A woman is doing laundry.,1
A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.,people sit around a table,0
"Three men are playing soccer, two of them in blue uniforms and the other in a bright green uniform.",Three men in red uniforms playing soccer.,0
Some cars and many tents are set up at the foot of a mountain.,Cars and tents are at the foot of the mountain.,0
A woman in an office making a phone call,A woman is making a phone call in an office environment.,0
A blond-haired doctor and her African american assistant looking threw new medical manuals.,A doctor is looking at a book,1
Many people on the beach holding a very large net.,The people are playing ice hockey on a pond as the snow begins to fall.,1
"A woman is sitting in a chair, while a man is going through the sport utility vehicle.",a dog eating a treat,0
A man is on a skateboard jumping from a short ledge onto the sidewalk.,The man is outdoors.,1
There is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,A women is on stage holding a guitar and is ready to perform for the audience.,1
a woman in jeans and a woman in shorts are petting a baby kangaroo.,Two woman are petting a animal.,1
A musician playing a guitar while he has the microphone inside his mouth.,The man is playing the trombone.,0
Four men in the forest move a cannon down the path.,The women are going for a run in the forest.,1
A photographer is using a tripod to take a picture of a sunset.,The photographer is holding the camera in his hands.,0
a woman wearing a pink tank top holding a mug of liquid,A woman in a pink tank top holding a mug.,0
A man in red shows is bowling with a red ball at a bowling lane with Tecate ads.,The man is bowling.,1
The man in the sailor suit is holding literature.,A man is holding literature.,1
Boys with their backs against an incoming wave.,A group of people stand together.,0
A young japanese couple holding an umbrella walking down a street.,A young Asian couple are swimming in the pool.,0
"A drummer wearing a plaid shirt, jeans, and a purple had bangs his drum.",A trumpeter practices for an orchestra.,1
An older man leans against a pedestal outside of an ornate building.,An older man leans outside a building,0
Man racing a quad on a dirt racetrack.,A man racing on a dirt track.,0
"Two men stand in a lift as four others, all dressed in black and bright yellow stripes, look up on them.",Six men dressed in black and yellow uniforms are standing in a gymnasium.,0
An elderly male is blowing air into an object.,The elderly man gave up blowing air into the object,0
A hurried bicycler moves along a car in a busy street on an allowed bike path.,The cyclist rides on a public street.,0
